dish_id,caption,image_path,calories,protein,fat,carbs,cleaned_caption
dish_1568316041,"This plate contains 54.0g arugula, 9.6g chard, 1.8g vinegar, 69.0g tofu, 7.7g olive oil, 0.1g pepper, 0.4g salt, 1.9g walnuts, 0.6g mustard, and 3.9g blueberries. It provides approximately 149.1 kcal, 7.4g protein, 12.7g fat, and 4.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1568316041/rgb.png,149.1,7.4,12.7,4.5,"This plate contains 54.0g arugula, 9.6g chard, 1.8g vinegar, 69.0g tofu, 7.7g olive oil, 0.1g pepper, , 1.9g walnuts, 0.6g mustard, and 3.9g blueberries."
dish_1558459462,"This plate contains 85.0g grapes. It provides approximately 58.6 kcal, 0.6g protein, 0.2g fat, and 15.3g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558459462/rgb.png,58.6,0.6,0.2,15.3,This plate contains 85.0g grapes.
dish_1560801041,"This plate contains 32.2g pork, 2.1g zucchini, 1.1g arugula, 16.4g chicken breast, 0.8g cherry tomatoes, 0.2g rosemary, 1.8g lemon juice, 0.0g thyme, 3.8g olive oil, 1.5g onions, 1.6g wheat berry, 0.4g parmesan cheese, 3.5g pepper, 0.4g spinach (raw), 128.0g cauliflower, 0.4g garlic, 8.8g chickpeas, 4.3g white rice, 0.2g salt, 66.4g bulgur, 0.5g parsley, and 17.5g kale. It provides approximately 432.2 kcal, 25.7g protein, 10.7g fat, and 63.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560801041/rgb.png,432.2,25.7,10.7,63.2,"This plate contains 32.2g pork, 2.1g zucchini, 1.1g arugula, 16.4g chicken breast, 0.8g cherry tomatoes, 0.2g rosemary, 1.8g lemon juice, 0.0g thyme, 3.8g olive oil, 1.5g onions, 1.6g wheat berry, 0.4g parmesan cheese, 3.5g pepper, 0.4g spinach (raw), 128.0g cauliflower, 0.4g garlic, 8.8g chickpeas, 4.3g white rice, , 66.4g bulgur, 0.5g parsley, and 17.5g kale."
dish_1565898544,"This plate contains 1.7g shallots, 62.0g cherry tomatoes, 0.3g ginger, 1.2g onions, 0.6g lemon juice, 0.1g lime, 1.7g garlic, 0.6g cilantro, 58.0g salmon, 40.0g olives, 0.6g jalapenos, 11.6g brown rice, 2.9g spinach (raw), 0.1g salt, 0.4g olive oil, and 0.1g chili. It provides approximately 182.0 kcal, 15.4g protein, 9.6g fat, and 8.6g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565898544/rgb.png,182.0,15.4,9.6,8.6,"This plate contains 1.7g shallots, 62.0g cherry tomatoes, 0.3g ginger, 1.2g onions, 0.6g lemon juice, 0.1g lime, 1.7g garlic, 0.6g cilantro, 58.0g salmon, 40.0g olives, 0.6g jalapenos, 11.6g brown rice, 2.9g spinach (raw), , 0.4g olive oil, and 0.1g chili."
dish_1563897047,"This plate contains 127.0g egg whites. It provides approximately 66.0 kcal, 12.7g protein, 0.3g fat, and 0.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563897047/rgb.png,66.0,12.7,0.3,0.9,This plate contains 127.0g egg whites.
dish_1560526552,"This plate contains 0.2g salt, 18.0g sausage, 56.0g pineapple, 6.6g blueberries, 42.9g spinach (raw), 0.3g parsley, 2.5g mustard greens, 54.0g potatoes, 44.0g berries, 1.2g tomatoes, 77.0g scrambled eggs, 2.3g vinegar, 0.5g mustard, 2.0g cucumbers, 1.3g almonds, 7.3g olive oil, 0.2g garlic, and 2.6g carrot. It provides approximately 359.2 kcal, 14.6g protein, 21.8g fat, and 28.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560526552/rgb.png,359.2,14.6,21.8,28.0,"This plate contains , 18.0g sausage, 56.0g pineapple, 6.6g blueberries, 42.9g spinach (raw), 0.3g parsley, 2.5g mustard greens, 54.0g potatoes, 44.0g berries, 1.2g tomatoes, 77.0g scrambled eggs, 2.3g vinegar, 0.5g mustard, 2.0g cucumbers, 1.3g almonds, 7.3g olive oil, 0.2g garlic, and 2.6g carrot."
dish_1562703408,"This plate contains 1.3g onions, 1.3g spinach (cooked), 2.6g shallots, 87.0g berries, 0.0g salt, 58.0g pizza, 0.3g olive oil, 0.1g vinegar, 1.3g bok choy, 5.2g millet, and 38.9g beef. It provides approximately 311.2 kcal, 17.4g protein, 12.0g fat, and 32.8g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562703408/rgb.png,311.2,17.4,12.0,32.8,"This plate contains 1.3g onions, 1.3g spinach (cooked), 2.6g shallots, 87.0g berries, , 58.0g pizza, 0.3g olive oil, 0.1g vinegar, 1.3g bok choy, 5.2g millet, and 38.9g beef."
dish_1563464670,"This plate contains 23.0g cream cheese, 92.0g bagels, 15.0g cucumbers, and 26.0g mozzarella cheese. It provides approximately 384.2 kcal, 18.1g protein, 13.6g fat, and 47.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563464670/rgb.png,384.2,18.1,13.6,47.5,"This plate contains 23.0g cream cheese, 92.0g bagels, 15.0g cucumbers, and 26.0g mozzarella cheese."
dish_1558636582,"This plate contains 89.0g cherry tomatoes, 154.0g apple, 96.0g cauliflower, and 71.0g almonds. It provides approximately 530.6 kcal, 18.9g protein, 35.9g fat, and 45.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558636582/rgb.png,530.6,18.9,35.9,45.9,"This plate contains 89.0g cherry tomatoes, 154.0g apple, 96.0g cauliflower, and 71.0g almonds."
dish_1558723512,"This plate contains 39.0g carrot. It provides approximately 16.0 kcal, 0.4g protein, 0.1g fat, and 3.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558723512/rgb.png,16.0,0.4,0.1,3.9,This plate contains 39.0g carrot.
dish_1558381084,"This plate contains 53.0g grapes. It provides approximately 36.6 kcal, 0.4g protein, 0.1g fat, and 9.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558381084/rgb.png,36.6,0.4,0.1,9.5,This plate contains 53.0g grapes.
dish_1568401018,"This plate contains 71.0g broccoli, 334.0g chicken, and 42.0g mixed greens. It provides approximately 587.7 kcal, 106.2g protein, 12.5g fat, and 7.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1568401018/rgb.png,587.7,106.2,12.5,7.2,"This plate contains 71.0g broccoli, 334.0g chicken, and 42.0g mixed greens."
dish_1560443537,"This plate contains 204.0g berries, 113.0g pineapple, and 94.0g grapes. It provides approximately 237.6 kcal, 2.7g protein, 0.9g fat, and 60.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560443537/rgb.png,237.6,2.7,0.9,60.2,"This plate contains 204.0g berries, 113.0g pineapple, and 94.0g grapes."
dish_1566500988,"This plate contains 25.0g spinach (raw), and 38.0g carrot. It provides approximately 21.3 kcal, 1.1g protein, 0.2g fat, and 4.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1566500988/rgb.png,21.3,1.1,0.2,4.7,"This plate contains 25.0g spinach (raw), and 38.0g carrot."
dish_1565379868,"This plate contains 19.0g bok choy, 133.0g pork, 5.2g vinegar, 8.9g soy sauce, 1.3g salt, 5.2g radishes, 0.5g pepper, 5.7g garlic, 19.0g white rice, 51.7g rice noodles, 25.8g cabbage, 14.2g sugar, 3.6g olive oil, 112.5g carrot, 25.8g mixed greens, and 2.6g green onions. It provides approximately 560.8 kcal, 38.9g protein, 22.9g fat, and 49.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565379868/rgb.png,560.8,38.9,22.9,49.1,"This plate contains 19.0g bok choy, 133.0g pork, 5.2g vinegar, 8.9g soy sauce, , 5.2g radishes, 0.5g pepper, 5.7g garlic, 19.0g white rice, 51.7g rice noodles, 25.8g cabbage, , 3.6g olive oil, 112.5g carrot, 25.8g mixed greens, and 2.6g green onions."
dish_1562172600,"This plate contains 290.0g egg whites, and 80.0g roasted potatoes. It provides approximately 263.6 kcal, 30.7g protein, 6.0g fat, and 16.4g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562172600/rgb.png,263.6,30.7,6.0,16.4,"This plate contains 290.0g egg whites, and 80.0g roasted potatoes."
dish_1565119439,"This plate contains 0.1g vinegar, 6.8g millet, 1.7g bok choy, 51.2g beef, 122.0g cheese pizza, 1.7g spinach (cooked), 3.4g shallots, 0.1g salt, 0.3g olive oil, and 1.7g onions. It provides approximately 465.4 kcal, 27.4g protein, 19.6g fat, and 42.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565119439/rgb.png,465.4,27.4,19.6,42.9,"This plate contains 0.1g vinegar, 6.8g millet, 1.7g bok choy, 51.2g beef, 122.0g cheese pizza, 1.7g spinach (cooked), 3.4g shallots, , 0.3g olive oil, and 1.7g onions."
dish_1564775147,"This plate contains 92.9g salmon, 4.6g arugula, 14.9g mayonnaise, 0.9g parsley, 4.6g kale, 0.9g shallots, 3.7g olive oil, 0.9g garlic, 1.9g pepper, 4.6g cherry tomatoes, 0.9g pickles, 0.2g salt, 18.6g lentils, 0.9g lemon juice, and 0.2g chive. It provides approximately 327.8 kcal, 24.6g protein, 22.5g fat, and 5.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1564775147/rgb.png,327.8,24.6,22.5,5.2,"This plate contains 92.9g salmon, 4.6g arugula, 14.9g mayonnaise, 0.9g parsley, 4.6g kale, 0.9g shallots, 3.7g olive oil, 0.9g garlic, 1.9g pepper, 4.6g cherry tomatoes, 0.9g pickles, , 18.6g lentils, 0.9g lemon juice, and 0.2g chive."
dish_1565640772,"This plate contains 137.0g chicken, and 54.0g mixed greens. It provides approximately 241.2 kcal, 43.7g protein, 5.1g fat, and 2.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565640772/rgb.png,241.2,43.7,5.1,2.9,"This plate contains 137.0g chicken, and 54.0g mixed greens."
dish_1561574783,"This plate contains 0.1g salt, 0.2g mustard, 1.2g blueberries, 0.0g pepper, 16.2g arugula, 2.9g chard, 0.5g vinegar, 2.3g olive oil, and 0.6g walnuts. It provides approximately 29.6 kcal, 0.6g protein, 2.8g fat, and 1.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1561574783/rgb.png,29.6,0.6,2.8,1.0,"This plate contains , 0.2g mustard, 1.2g blueberries, 0.0g pepper, 16.2g arugula, 2.9g chard, 0.5g vinegar, 2.3g olive oil, and 0.6g walnuts."
dish_1561737271,"This plate contains 117.0g sausage, 60.0g hash browns, 126.0g pineapple, 72.0g broccoli, and 145.0g egg whites. It provides approximately 762.4 kcal, 41.0g protein, 45.8g fat, and 46.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1561737271/rgb.png,762.4,41.0,45.8,46.5,"This plate contains 117.0g sausage, 60.0g hash browns, 126.0g pineapple, 72.0g broccoli, and 145.0g egg whites."
dish_1560444985,"This plate contains 39.0g honeydew melons, 51.0g pineapple, 6.0g radishes, 12.0g bok choy, 3.0g vinegar, 76.0g watermelon, 21.0g yam, 0.4g mustard, 6.0g olive oil, 7.5g cucumbers, 0.4g garlic, 7.5g bell peppers, 0.2g salt, and 34.0g scrambled eggs. It provides approximately 198.9 kcal, 5.1g protein, 10.1g fat, and 24.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560444985/rgb.png,198.9,5.1,10.1,24.1,"This plate contains 39.0g honeydew melons, 51.0g pineapple, 6.0g radishes, 12.0g bok choy, 3.0g vinegar, 76.0g watermelon, 21.0g yam, 0.4g mustard, 6.0g olive oil, 7.5g cucumbers, 0.4g garlic, 7.5g bell peppers, , and 34.0g scrambled eggs."
dish_1565640868,"This plate contains 77.0g olives, 54.0g mixed greens, 43.0g black beans, 95.0g cucumbers, and 137.0g chicken. It provides approximately 396.0 kcal, 49.1g protein, 13.6g fat, and 19.8g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565640868/rgb.png,396.0,49.1,13.6,19.8,"This plate contains 77.0g olives, 54.0g mixed greens, 43.0g black beans, 95.0g cucumbers, and 137.0g chicken."
dish_1558114937,"This plate contains 49.0g mixed greens. It provides approximately 13.7 kcal, 1.1g protein, 0.2g fat, and 2.6g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558114937/rgb.png,13.7,1.1,0.2,2.6,This plate contains 49.0g mixed greens.
dish_1558379182,"This plate contains 56.0g almonds. It provides approximately 323.7 kcal, 12.5g protein, 27.7g fat, and 12.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558379182/rgb.png,323.7,12.5,27.7,12.7,This plate contains 56.0g almonds.
dish_1558725226,"This plate contains 79.0g cauliflower. It provides approximately 19.8 kcal, 1.4g protein, 0.2g fat, and 4.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558725226/rgb.png,19.8,1.4,0.2,4.0,This plate contains 79.0g cauliflower.
dish_1563389413,"This plate contains 99.0g broccoli. It provides approximately 34.6 kcal, 2.4g protein, 0.4g fat, and 6.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563389413/rgb.png,34.6,2.4,0.4,6.9,This plate contains 99.0g broccoli.
dish_1563826306,"This plate contains 1.4g garlic, 1.4g lime, 0.7g salt, 51.0g brownies, 0.2g olive oil, 20.3g wheat berry, 101.6g steak, 122.0g pepperoni pizza, and 13.5g cauliflower. It provides approximately 882.8 kcal, 44.4g protein, 48.9g fat, and 69.6g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563826306/rgb.png,882.8,44.4,48.9,69.6,"This plate contains 1.4g garlic, 1.4g lime, , 51.0g brownies, 0.2g olive oil, 20.3g wheat berry, 101.6g steak, 122.0g pepperoni pizza, and 13.5g cauliflower."
dish_1567538263,"This plate contains 28.1g arugula, 0.6g parsley, 4.5g olive oil, 2.2g lemon juice, 0.1g salt, 5.6g pears, 3.4g pepper, 0.3g garlic, and 11.2g chickpeas. It provides approximately 70.7 kcal, 1.9g protein, 5.0g fat, and 5.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1567538263/rgb.png,70.7,1.9,5.0,5.5,"This plate contains 28.1g arugula, 0.6g parsley, 4.5g olive oil, 2.2g lemon juice, , 5.6g pears, 3.4g pepper, 0.3g garlic, and 11.2g chickpeas."
dish_1563305653,"This plate contains 117.0g mushroom. It provides approximately 25.7 kcal, 3.6g protein, 0.4g fat, and 3.9g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563305653/rgb.png,25.7,3.6,0.4,3.9,This plate contains 117.0g mushroom.
dish_1565035858,"This plate contains 65.0g cherry tomatoes, 164.0g chicken breast, 117.0g watermelon, 36.0g bell peppers, 110.0g cauliflower, and 39.0g onions. It provides approximately 375.2 kcal, 55.4g protein, 6.7g fat, and 23.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565035858/rgb.png,375.2,55.4,6.7,23.7,"This plate contains 65.0g cherry tomatoes, 164.0g chicken breast, 117.0g watermelon, 36.0g bell peppers, 110.0g cauliflower, and 39.0g onions."
dish_1559245589,"This plate contains 51.3g carrot, 0.2g salt, 0.0g pepper, and 0.5g olive oil. It provides approximately 25.6 kcal, 0.5g protein, 0.6g fat, and 5.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1559245589/rgb.png,25.6,0.5,0.6,5.1,"This plate contains 51.3g carrot, , 0.0g pepper, and 0.5g olive oil."
dish_1566330399,"This plate contains 0.2g vinegar, 3.2g bok choy, 12.8g millet, 96.2g beef, 0.1g salt, 6.4g shallots, 3.2g spinach (cooked), 0.6g olive oil, and 3.2g onions. It provides approximately 265.2 kcal, 25.7g protein, 15.2g fat, and 3.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1566330399/rgb.png,265.2,25.7,15.2,3.7,"This plate contains 0.2g vinegar, 3.2g bok choy, 12.8g millet, 96.2g beef, , 6.4g shallots, 3.2g spinach (cooked), 0.6g olive oil, and 3.2g onions."
dish_1561579673,"This plate contains 0.1g thyme, 0.2g basil, 2.2g mushroom, 0.2g pepper, 126.0g cauliflower, 37.0g roasted potatoes, 0.4g garlic, 0.1g lemon juice, 0.1g rosemary, 1.8g olive oil, 138.2g eggplant, 0.1g oregano, 1.1g arugula, 43.6g chicken, 0.2g shallots, 1.8g salt, 0.4g butter, 0.1g white wine, 1.7g cream, and 4.4g wheat berry. It provides approximately 221.3 kcal, 18.3g protein, 7.6g fat, and 22.4g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1561579673/rgb.png,221.3,18.3,7.6,22.4,"This plate contains 0.1g thyme, 0.2g basil, 2.2g mushroom, 0.2g pepper, 126.0g cauliflower, 37.0g roasted potatoes, 0.4g garlic, 0.1g lemon juice, 0.1g rosemary, 1.8g olive oil, 138.2g eggplant, 0.1g oregano, 1.1g arugula, 43.6g chicken, 0.2g shallots, , 0.4g butter, 0.1g white wine, 1.7g cream, and 4.4g wheat berry."
dish_1565640365,"This plate contains 17.9g wheat berry, 0.7g olive oil, 0.4g thyme, 0.2g salt, 54.0g bell peppers, 1.8g garlic, 249.0g cherry tomatoes, 179.1g chicken breast, 111.0g pepperoni pizza, 4.5g parmesan cheese, and 4.5g spinach (raw). It provides approximately 720.9 kcal, 75.1g protein, 22.4g fat, and 54.6g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565640365/rgb.png,720.9,75.1,22.4,54.6,"This plate contains 17.9g wheat berry, 0.7g olive oil, 0.4g thyme, , 54.0g bell peppers, 1.8g garlic, 249.0g cherry tomatoes, 179.1g chicken breast, 111.0g pepperoni pizza, 4.5g parmesan cheese, and 4.5g spinach (raw)."
dish_1566333324,"This plate contains 90.0g cheese pizza, 1.3g spinach (cooked), 0.3g pepper, 3.2g olive oil, 3.6g onions, 68.0g cauliflower, 84.0g caesar salad, 1.1g garlic, 1.3g bok choy, 45.6g chicken, 38.2g beef, 2.5g shallots, 5.7g tomatoes, 5.7g bell peppers, 65.9g brussels sprouts, 0.1g vinegar, 2.3g spinach (raw), 2.3g jalapenos, 16.5g millet, 37.0g fried rice, and 1.5g salt. It provides approximately 608.1 kcal, 43.1g protein, 22.3g fat, and 60.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1566333324/rgb.png,608.1,43.1,22.3,60.1,"This plate contains 90.0g cheese pizza, 1.3g spinach (cooked), 0.3g pepper, 3.2g olive oil, 3.6g onions, 68.0g cauliflower, 84.0g caesar salad, 1.1g garlic, 1.3g bok choy, 45.6g chicken, 38.2g beef, 2.5g shallots, 5.7g tomatoes, 5.7g bell peppers, 65.9g brussels sprouts, 0.1g vinegar, 2.3g spinach (raw), 2.3g jalapenos, 16.5g millet, 37.0g fried rice, and ."
dish_1565378731,"This plate contains 78.6g wheat berry, 124.2g carrot, 0.5g salt, 0.1g pepper, and 3.6g olive oil. It provides approximately 154.4 kcal, 4.4g protein, 4.2g fat, and 27.4g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565378731/rgb.png,154.4,4.4,4.2,27.4,"This plate contains 78.6g wheat berry, 124.2g carrot, , 0.1g pepper, and 3.6g olive oil."
dish_1558628956,"This plate contains 14.0g garden salad. It provides approximately 9.0 kcal, 0.9g protein, 0.5g fat, and 0.4g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558628956/rgb.png,9.0,0.9,0.5,0.4,This plate contains 14.0g garden salad.
dish_1558116090,"This plate contains 91.0g cantaloupe. It provides approximately 30.9 kcal, 0.7g protein, 0.2g fat, and 7.3g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1558116090/rgb.png,30.9,0.7,0.2,7.3,This plate contains 91.0g cantaloupe.
dish_1559841091,"This plate contains 53.0g blackberries, 46.0g chicken apple sausage, 33.5g sweet potato, and 33.5g yam. It provides approximately 163.4 kcal, 8.1g protein, 4.9g fat, and 22.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1559841091/rgb.png,163.4,8.1,4.9,22.1,"This plate contains 53.0g blackberries, 46.0g chicken apple sausage, 33.5g sweet potato, and 33.5g yam."
dish_1568061145,"This plate contains 55.0g cheese pizza, 1.4g olive oil, 139.1g squash, and 0.5g salt. It provides approximately 187.1 kcal, 7.4g protein, 7.0g fat, and 23.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1568061145/rgb.png,187.1,7.4,7.0,23.2,"This plate contains 55.0g cheese pizza, 1.4g olive oil, 139.1g squash, and ."
dish_1560973936,"This plate contains 0.1g salt, 0.0g pepper, 9.1g orange, 22.8g arugula, 2.7g pecans, 0.2g mustard, 4.6g raisins, 3.7g olive oil, and 0.7g lime. It provides approximately 75.2 kcal, 1.1g protein, 5.8g fat, and 6.0g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1560973936/rgb.png,75.2,1.1,5.8,6.0,"This plate contains , 0.0g pepper, 9.1g orange, 22.8g arugula, 2.7g pecans, 0.2g mustard, 4.6g raisins, 3.7g olive oil, and 0.7g lime."
dish_1567537422,"This plate contains 31.1g lettuce, 3.1g bell peppers, 64.4g broccoli, 1.6g olive oil, 15.5g cucumbers, 3.1g onions, 3.1g feta cheese, 64.0g cantaloupe, 6.2g vinaigrette, 3.1g olives, and 7.8g cherry tomatoes. It provides approximately 109.3 kcal, 3.3g protein, 6.3g fat, and 12.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1567537422/rgb.png,109.3,3.3,6.3,12.2,"This plate contains 31.1g lettuce, 3.1g bell peppers, 64.4g broccoli, 1.6g olive oil, 15.5g cucumbers, 3.1g onions, 3.1g feta cheese, 64.0g cantaloupe, 6.2g vinaigrette, 3.1g olives, and 7.8g cherry tomatoes."
dish_1561579576,"This plate contains 126.0g cauliflower, 1.4g olive oil, 1.4g salt, and 138.2g eggplant. It provides approximately 78.0 kcal, 3.7g protein, 2.0g fat, and 14.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1561579576/rgb.png,78.0,3.7,2.0,14.5,"This plate contains 126.0g cauliflower, 1.4g olive oil, , and 138.2g eggplant."
dish_1562007817,"This plate contains 5.6g garlic, 1.0g shallots, 198.5g quinoa, 23.6g brussels sprouts, 1.0g thyme, 6.7g wheat berry, 6.7g cabbage, 1.2g lemon juice, 65.0g caesar salad, 1.7g carrot, 0.2g pepper, 1.3g mayonnaise, 0.1g jalapenos, 19.9g arugula, 50.2g pork, 1.6g olive oil, 4.3g parsley, and 2.4g salt. It provides approximately 444.1 kcal, 26.2g protein, 15.1g fat, and 51.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562007817/rgb.png,444.1,26.2,15.1,51.5,"This plate contains 5.6g garlic, 1.0g shallots, 198.5g quinoa, 23.6g brussels sprouts, 1.0g thyme, 6.7g wheat berry, 6.7g cabbage, 1.2g lemon juice, 65.0g caesar salad, 1.7g carrot, 0.2g pepper, 1.3g mayonnaise, 0.1g jalapenos, 19.9g arugula, 50.2g pork, 1.6g olive oil, 4.3g parsley, and ."
dish_1563827482,"This plate contains 138.0g caesar salad, 3.6g garlic, 36.7g broccoli, 36.7g zucchini, 3.6g lime, 0.5g olive oil, 272.6g steak, 36.7g squash, 54.5g wheat berry, 1.8g salt, and 36.3g cauliflower. It provides approximately 894.5 kcal, 77.4g protein, 56.0g fat, and 24.5g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1563827482/rgb.png,894.5,77.4,56.0,24.5,"This plate contains 138.0g caesar salad, 3.6g garlic, 36.7g broccoli, 36.7g zucchini, 3.6g lime, 0.5g olive oil, 272.6g steak, 36.7g squash, 54.5g wheat berry, , and 36.3g cauliflower."
dish_1562010315,"This plate contains 120.0g caesar salad, 0.3g jalapenos, 206.8g pork, 0.8g pepper, 27.6g wheat berry, 5.5g mayonnaise, 71.8g brussels sprouts, 6.9g carrot, 2.8g garlic, 27.6g cabbage, 0.7g salt, 1.4g parsley, 2.8g lemon juice, and 2.1g olive oil. It provides approximately 671.1 kcal, 61.9g protein, 38.2g fat, and 19.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562010315/rgb.png,671.1,61.9,38.2,19.7,"This plate contains 120.0g caesar salad, 0.3g jalapenos, 206.8g pork, 0.8g pepper, 27.6g wheat berry, 5.5g mayonnaise, 71.8g brussels sprouts, 6.9g carrot, 2.8g garlic, 27.6g cabbage, , 1.4g parsley, 2.8g lemon juice, and 2.1g olive oil."
dish_1565811061,"This plate contains 205.0g chicken, 47.0g carrot, 20.0g spinach (raw), and 52.0g broccoli. It provides approximately 380.3 kcal, 65.8g protein, 7.8g fat, and 9.1g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1565811061/rgb.png,380.3,65.8,7.8,9.1,"This plate contains 205.0g chicken, 47.0g carrot, 20.0g spinach (raw), and 52.0g broccoli."
dish_1566402160,"This plate contains 446.0g egg whites, 80.0g watermelon, 61.8g yam, 40.0g cantaloupe, 61.8g sweet potato, and 7.4g olive oil. It provides approximately 458.7 kcal, 47.0g protein, 8.7g fat, and 41.7g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1566402160/rgb.png,458.7,47.0,8.7,41.7,"This plate contains 446.0g egg whites, 80.0g watermelon, 61.8g yam, 40.0g cantaloupe, 61.8g sweet potato, and 7.4g olive oil."
dish_1562946106,"This plate contains 62.0g cantaloupe, 73.0g watermelon, 104.0g sausage, and 120.0g scrambled eggs. It provides approximately 579.0 kcal, 33.0g protein, 41.9g fat, and 16.8g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562946106/rgb.png,579.0,33.0,41.9,16.8,"This plate contains 62.0g cantaloupe, 73.0g watermelon, 104.0g sausage, and 120.0g scrambled eggs."
dish_1562784266,"This plate contains 44.0g corn on the cob, and 32.0g pizza. It provides approximately 131.8 kcal, 4.9g protein, 4.2g fat, and 20.2g carbohydrates.",/content/Nutrition5k_Dataset_Images_Unzipped/realsense_overhead/dish_1562784266/rgb.png,131.8,4.9,4.2,20.2,"This plate contains 44.0g corn on the cob, and 32.0g pizza."
